"id","csrd_id","csrd_name","csrd_appendix_b","csrd_appendix_c_less_then_750","csrd_appendix_c_more_then_750","csrd_sheet_name","csrd_conditional_or_alternative_dp","csrd_data_type","csrd_dr","csrd_esrs","csrd_may_v","csrd_paragraph","csrd_related_ar"
"__export__.document_csrd_1061_44430757","s3.mdr-t_14-19","disclosures to be reported if the undertaking has not adopted targets","","2 years","","ESRS S3","","","","esrs 2","","81",""
"__export__.document_csrd_1062_5018c3ee","s4.sbm-3_01","all  consumers and end-users who can be materially impacted by undertaking are included in scope of disclosure under esrs 2","","2 years","","ESRS S4","","semi-narrative","s4.sbm-3","s4","","10","ar 5  -ar 6"
"__export__.document_csrd_1063_88cf6681","s4.sbm-3_02","description of types of consumers and end-users subject to material impacts","","2 years","","ESRS S4","","narrative","s4.sbm-3","s4","","10 a",""
"__export__.document_csrd_1064_7aa856e3","s4.sbm-3_03","type of consumers and end-users subject to material impacts by own operations or through value chain","","2 years","","ESRS S4","","semi-narrative","s4.sbm-3","s4","","10 a i-iv",""
"__export__.document_csrd_1065_57ca0cfc","s4.sbm-3_04","material negative impacts occurrence (consumers and end-users)","","2 years","","ESRS S4","conditional","semi-narrative","s4.sbm-3","s4","","10 b",""
"__export__.document_csrd_1066_f9517587","s4.sbm-3_05","description of activities that result in positive impacts and types of  consumers and end-users that are positively affected or could be positively affected","","2 years","","ESRS S4","conditional","narrative","s4.sbm-3","s4","","10 c",""
"__export__.document_csrd_1067_aa93e336","s4.sbm-3_06","description of material risks and opportunities arising from impacts and dependencies on  consumers and end-users","","2 years","","ESRS S4","","narrative","s4.sbm-3","s4","","10 d",""
"__export__.document_csrd_1068_6383ec6f","s4.sbm-3_07","disclosure of whether and how understanding of how consumers and end-users with particular characteristics, working in particular contexts, or undertaking particular activities may be at greater risk of harm has been developed","","2 years","","ESRS S4","","narrative","s4.sbm-3","s4","","11","ar 7"
"__export__.document_csrd_1069_d585d9bb","s4.sbm-3_08","disclosure of which of material risks and opportunities arising from impacts and dependencies on consumers and end-users are impacts on specific groups","","2 years","","ESRS S4","","narrative","s4.sbm-3","s4","","12","ar 8"
"__export__.document_csrd_1070_7f7a637f","s4.mdr-p_01-06","policies to manage material impacts, risks and opportunities related to consumers and end-users [see esrs 2 mdr-p]","","2 years","","ESRS S4","","mdr-p","s4-1","s4","","15",""
"__export__.document_csrd_1071_ae7d50bc","s4-1_01","policies to manage material impacts, risks and opportunities related to affected consumers and end-users, including specific groups or all consumers / end-users","","2 years","","ESRS S4","","narrative","s4-1","s4","","15",""
"__export__.document_csrd_1072_ba089fa8","s4-1_02","description of relevant human rights policy commitments relevant to consumers and/or end-users","sfdr","2 years","","ESRS S4","","narrative","s4-1","s4","","16",""
"__export__.document_csrd_1073_59effc62","s4-1_03","disclosure of general approach in relation to respect for human rights of consumers and end-users","sfdr","2 years","","ESRS S4","","narrative","s4-1","s4","","16 a",""
"__export__.document_csrd_1074_b7dc0fcc","s4-1_04","disclosure of general approach in relation to engagement with consumers and/or end-users","sfdr","2 years","","ESRS S4","","narrative","s4-1","s4","","16 b",""
"__export__.document_csrd_1075_ad1a01ce","s4-1_05","disclosure of general approach in relation to measures to provide and (or) enable remedy for human rights impacts","sfdr","2 years","","ESRS S4","","narrative","s4-1","s4","","16 c",""
"__export__.document_csrd_1076_c1e93d61","s4-1_06","description of whether and how policies are aligned with relevant internationally recognised instruments","sfdr","2 years","","ESRS S4","","narrative","s4-1","s4","","17","ar 11"
"__export__.document_csrd_1077_2d9ff1bf","s4-1_07","disclosure of extent and indication of nature of cases of non-respect of the un guiding principles on business and human rights, ilo declaration on fundamental principles and rights at work or oecd guidelines for multinational enterprises that involve consumers and/or end-users","sfdr + benchmark","2 years","","ESRS S4","","narrative","s4-1","s4","","17",""
"__export__.document_csrd_1078_cf147bc6","s4-1_08","disclosure of explanations of significant changes to policies adopted during reporting year","","2 years","","ESRS S4","","narrative","s4-1","s4","v","ar 9",""
"__export__.document_csrd_1079_ca71c1b8","s4-1_09","disclosure on an illustration of the types of communication of its policies to those individuals, group of individuals or entities for whom they are relevant","","2 years","","ESRS S4","","narrative","s4-1","s4","v","ar 13",""
"__export__.document_csrd_1080_1f690f69","s4.mdr-p_07-08","disclosures to be reported in case the undertaking has not adopted policies","","2 years","","ESRS S4","","","","esrs 2","","62",""
"__export__.document_csrd_1081_9c5299e6","s4-2_01","disclosure of whether and how perspectives of consumers and end-users inform decisions or activities aimed at managing actual and potential impacts","","2 years","","ESRS S4","","narrative","s4-2","s4","","20","ar 17"
"__export__.document_csrd_1082_50797a68","s4-2_02","engagement occurs with consumers and end-users  or their legitimate representatives directly, or with credible proxies","","2 years","","ESRS S4","conditional","semi-narrative","s4-2","s4","","20 a","ar 14"
"__export__.document_csrd_1083_c9bd47ca","s4-2_03","disclosure of stage at which engagement occurs, type of engagement and frequency of engagement","","2 years","","ESRS S4","conditional","narrative","s4-2","s4","","20 b","ar 16"
"__export__.document_csrd_1084_e9d670cb","s4-2_04","disclosure of function and most senior role within undertaking that has operational responsibility for ensuring that engagement happens and that results inform undertakings approach","","2 years","","ESRS S4","conditional","narrative","s4-2","s4","","20 c","ar 15 - ar 16"
"__export__.document_csrd_1085_cd9e744d","s4-2_05","disclosure of how effectiveness of engagement with  consumers and end-users   is assessed","","2 years","","ESRS S4","conditional","narrative","s4-2","s4","","20 d",""
"__export__.document_csrd_1086_2e1cb1e3","s4-2_06","disclosure of steps taken to gain insight into perspectives of  consumers and end-users  / consumers and end-users that may be particularly vulnerable to impacts and (or) marginalised","","2 years","","ESRS S4","conditional","narrative","s4-2","s4","","21",""
"__export__.document_csrd_1087_91371b15","s4-2_07","statement in case the undertaking has not adopted a general process to engage with consumers and/or end-users","","2 years","","ESRS S4","conditional","narrative","s4-2","s4","","22",""
"__export__.document_csrd_1088_1172b7ef","s4-2_08","disclosure of timeframe for adoption of general process to engage with  consumers and end-users   in case the undertaking has not adopted a general process for engageme","","2 years","","ESRS S4","conditional","narrative","s4-2","s4","v","22",""
"__export__.document_csrd_1089_3d5a3e81","s4-2_09","type of role or function handling with engagement","","2 years","","ESRS S4","","semi-narrative","s4-2","s4","v","ar 15",""
"__export__.document_csrd_1090_96446f33","s4-3_01","disclosure of general approach to and processes for providing or contributing to remedy where undertaking has identified that it connected with a material negative impact on consumers and end-users","","2 years","","ESRS S4","","narrative","s4-3","s4","","25 a","ar 18"
"__export__.document_csrd_1091_0ca8ece6","s4-3_02","disclosure of specific channels in place for consumers and end-users to raise concerns or needs directly with undertaking and have them addressed","","2 years","","ESRS S4","","narrative","s4-3","s4","","25 b","ar 19"
"__export__.document_csrd_1092_5a21f09d","s4-3_03","disclosure of processes through which undertaking supports or requires availability of channels","","2 years","","ESRS S4","","narrative","s4-3","s4","","25 c",""
"__export__.document_csrd_1093_20a1446f","s4-3_04","disclosure of how issues raised and addressed are tracked and monitored and how effectiveness of channels is ensured","","2 years","","ESRS S4","","narrative","s4-3","s4","","25 d","ar 24"
"__export__.document_csrd_1094_c32493c2","s4-3_05","disclosure of whether and how it is assessed that consumers and end-users are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed","","2 years","","ESRS S4","","narrative","s4-3","s4","","26","ar 23"
"__export__.document_csrd_1095_9412a8c2","s4-3_06","policies regarding protection against retaliation for individuals that use channels to raise concerns or needs are in place","","2 years","","ESRS S4","","semi-narrative","s4-3","s4","","26",""
"__export__.document_csrd_1096_e2b0da10","s4-3_07","statement in case the undertaking has not adopted a general process to engage with consumers and/or end-users","","2 years","","ESRS S4","","narrative","s4-3","s4","","27",""
"__export__.document_csrd_1097_408d7c78","s4-3_08","disclosure of timeframe for channel or processes for raising concerns to be in place","","2 years","","ESRS S4","conditional","narrative","s4-3","s4","v","27",""
"__export__.document_csrd_1098_17bf8ccf","s4-3_09","disclosure of whether and how consumers and/or end-users are able to access channels at level of undertaking they are affected by","","2 years","","ESRS S4","","narrative","s4-3","s4","v","ar 20",""
"__export__.document_csrd_1099_9da3e770","s4-3_10","third-party mechanisms are accessible to all consumers and/or end-users","","2 years","","ESRS S4","","narrative","s4-3","s4","v","ar 21",""
"__export__.document_csrd_1100_19cba095","s4-3_11","grievances are treated confidentially and with respect to rights of privacy and data protection","","2 years","","ESRS S4","","semi-narrative","s4-3","s4","v","ar 22",""
